CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalItems,ActiveMonths,TenureDays,PurchaseSpanDays,Country,R,F,M,RFM_Score,RFM_Segment,Churn_90D
12477.0,0,3,8834.03,2944.6766666666667,156,2518,3,201,201,Germany,5,2,5,12,High Value,0
12480.0,43,3,2144.95,714.9833333333332,97,1096,3,236,193,Germany,3,2,4,9,Medium Value,0
12481.0,79,8,4085.26,510.6575,112,2351,5,265,186,Germany,2,5,5,12,High Value,0
12483.0,83,5,1314.6100000000001,262.922,31,629,4,239,156,Sweden,2,4,3,9,Medium Value,0
12484.0,0,4,3658.65,914.6625,222,1857,3,236,236,Spain,5,3,5,13,Very High Value,0
12490.0,0,5,2516.77,503.354,74,1360,5,229,229,France,5,4,4,13,Very High Value,0
12493.0,65,2,433.74,216.87,20,207,2,97,32,France,2,1,1,4,Lower Value,1
12494.0,61,5,868.86,173.772,42,364,4,265,204,France,2,4,2,8,Medium Value,0
12500.0,6,6,1773.84,295.64,20,1270,5,233,227,Germany,5,4,4,13,Very High Value,0
12502.0,27,4,2631.52,657.88,81,586,4,209,182,Spain,4,3,5,12,High Value,0
12507.0,34,3,1304.81,434.93666666666667,19,894,2,198,164,Spain,3,2,3,8,Medium Value,1
12510.0,42,2,982.5699999999999,491.28499999999997,29,353,2,225,183,Spain,3,1,3,7,Medium Value,1
12517.0,26,2,1521.45,760.725,173,834,2,90,64,Germany,4,1,4,9,Medium Value,0
12520.0,42,4,2045.85,511.4625,104,1099,3,173,131,Germany,3,3,4,10,High Value,0
12523.0,7,7,1017.75,145.39285714285714,49,560,6,231,224,France,5,4,3,12,High Value,0
12524.0,62,6,3122.48,520.4133333333333,92,2290,5,233,171,Germany,2,4,5,11,High Value,0
12527.0,194,2,284.92,142.46,15,221,2,225,31,Germany,1,1,1,3,Lower Value,0
12528.0,14,4,1287.37,321.8425,46,503,4,212,198,Germany,4,3,3,10,High Value,0
12530.0,23,3,1221.65,407.2166666666667,39,600,3,236,213,Germany,4,2,3,9,Medium Value,0
12539.0,162,3,4517.69,1505.8966666666665,125,1621,2,233,71,Spain,1,2,5,8,Medium Value,0
12540.0,7,10,8786.87,878.6870000000001,197,4190,8,261,254,Spain,5,5,5,15,Very High Value,0
12541.0,73,2,536.14,268.07,27,419,2,180,107,Spain,2,1,1,4,Lower Value,0
12547.0,97,2,207.8,103.9,7,134,2,180,83,Spain,1,1,1,3,Lower Value,1
12553.0,10,7,2419.59,345.6557142857143,81,1351,6,229,219,France,5,4,4,13,Very High Value,0
12557.0,58,4,9000.960000000001,2250.2400000000002,15,3464,4,271,213,Spain,2,3,5,10,High Value,0
12560.0,12,2,1436.31,718.155,77,820,2,43,31,Germany,5,1,3,9,Medium Value,1
12562.0,26,3,1605.23,535.0766666666667,53,776,3,98,72,France,4,2,4,10,High Value,0
12567.0,8,8,6958.16,869.77,236,3024,5,269,261,France,5,5,5,15,Very High Value,0
12569.0,7,12,1883.02,156.91833333333332,45,788,5,152,145,Germany,5,5,4,14,Very High Value,0
12576.0,49,3,660.85,220.28333333333333,42,463,3,204,155,Poland,3,2,2,7,Medium Value,0
12582.0,138,2,511.36,255.68,21,300,2,188,50,Finland,1,1,1,3,Lower Value,1
12583.0,6,9,4232.21,470.24555555555554,84,3463,8,273,267,France,5,5,5,15,Very High Value,0
12584.0,27,4,782.59,195.6475,27,138,4,180,153,Italy,4,3,2,9,Medium Value,0
12585.0,134,2,2040.1,1020.05,77,1279,2,251,117,Germany,1,1,4,6,Lower Value,1
12593.0,8,3,418.1,139.36666666666667,14,206,2,118,110,France,5,2,1,8,Medium Value,1
12594.0,21,8,2529.9,316.2375,46,1440,7,222,201,Italy,4,5,4,13,Very High Value,0
12597.0,83,2,1428.81,714.405,72,675,2,168,85,Spain,2,1,3,6,Lower Value,0
12598.0,61,4,1584.38,396.095,45,971,3,184,123,France,2,3,4,9,Medium Value,0
12599.0,26,6,857.04,142.84,25,749,5,204,178,France,4,4,2,10,High Value,0
12600.0,12,8,1936.56,242.07,26,544,7,271,259,Germany,5,5,4,14,Very High Value,0
12601.0,89,5,577.0600000000001,115.412,21,245,5,232,143,Germany,2,4,2,8,Medium Value,1
12609.0,86,2,800.73,400.365,42,518,2,218,132,Germany,2,1,2,5,Lower Value,0
12613.0,97,4,1462.52,365.63,65,759,2,162,65,Germany,1,3,3,7,Medium Value,0
12619.0,16,5,2087.46,417.492,28,1756,4,153,137,Germany,4,4,4,12,High Value,0
12621.0,0,15,10195.04,679.6693333333334,208,5439,8,265,265,Germany,5,5,5,15,Very High Value,0
12624.0,6,2,641.13,320.565,36,355,2,77,71,France,5,1,2,8,Medium Value,1
12625.0,111,2,2683.82,1341.91,73,1612,2,219,108,Germany,1,1,5,7,Medium Value,1
12626.0,12,6,4774.0,795.6666666666666,170,2337,4,226,214,Germany,5,4,5,14,Very High Value,0
12627.0,8,4,1908.57,477.1425,92,1016,2,40,32,Germany,5,3,4,12,High Value,0
12633.0,29,3,1948.75,649.5833333333334,66,1068,3,187,158,Germany,3,2,4,9,Medium Value,0
12637.0,57,5,3049.5,609.9,138,1404,4,223,166,France,2,4,5,11,High Value,0
12643.0,28,6,3344.64,557.4399999999999,11,1808,4,232,204,France,4,4,5,13,Very High Value,1
12645.0,9,3,1310.8600000000001,436.9533333333334,52,825,3,216,207,Germany,5,2,3,10,High Value,0
12647.0,26,9,2886.71,320.74555555555554,63,1039,6,269,243,Germany,4,5,5,14,Very High Value,0
12649.0,7,3,623.51,207.83666666666667,28,586,2,112,105,Germany,5,2,2,9,Medium Value,1
12653.0,48,2,2209.85,1104.925,37,919,2,196,148,Israel,3,1,4,8,Medium Value,1
12654.0,97,3,337.75,112.58333333333333,19,151,2,195,98,Germany,1,2,1,4,Lower Value,0
12656.0,16,3,2820.67,940.2233333333334,51,1280,3,133,117,France,4,2,5,11,High Value,0
12662.0,7,7,2653.66,379.0942857142857,96,1400,7,273,266,Germany,5,4,5,14,Very High Value,0
12664.0,43,3,1957.48,652.4933333333333,10,505,3,222,179,Finland,3,2,4,9,Medium Value,0
12668.0,159,3,2924.4700000000003,974.8233333333334,104,1334,3,255,96,Germany,1,2,5,8,Medium Value,0
12669.0,50,3,2744.0299999999997,914.6766666666666,98,1115,3,156,106,France,3,2,5,10,High Value,1
12670.0,99,2,1026.39,513.195,28,488,2,132,33,France,1,1,3,5,Lower Value,0
12674.0,70,2,976.8,488.4,30,494,2,107,37,France,2,1,3,6,Lower Value,0
12676.0,23,4,998.05,249.5125,21,494,4,211,188,Sweden,4,3,3,10,High Value,0
12678.0,0,9,8282.26,920.2511111111112,78,5195,7,253,253,France,5,5,5,15,Very High Value,0
12679.0,105,2,906.38,453.19,43,407,2,183,78,France,1,1,3,5,Lower Value,0
12681.0,51,15,9866.58,657.772,219,5419,7,267,216,France,3,5,5,13,Very High Value,0
12682.0,0,20,8219.92,410.996,149,3531,9,271,271,France,5,5,5,15,Very High Value,0
12683.0,5,11,6217.88,565.2618181818182,151,3769,6,265,260,France,5,5,5,15,Very High Value,0
12684.0,70,4,1379.48,344.87,37,1274,2,113,43,France,2,3,3,8,Medium Value,0
12691.0,45,4,556.3,139.075,16,198,3,257,212,France,3,3,2,8,Medium Value,0
12693.0,27,4,855.91,213.9775,35,255,4,219,192,Germany,4,3,2,9,Medium Value,1
12695.0,7,2,333.9,166.95,17,172,2,110,103,France,5,1,1,7,Medium Value,0
12697.0,31,2,733.91,366.955,27,359,2,69,38,Sweden,3,1,2,6,Lower Value,0
12700.0,56,2,2149.05,1074.525,110,1376,2,115,59,France,2,1,4,7,Medium Value,0
12704.0,5,3,1100.92,366.97333333333336,40,465,2,69,64,Finland,5,2,3,10,High Value,0
12705.0,58,4,4162.52,1040.63,177,2599,4,257,199,Germany,2,3,5,10,High Value,0
12708.0,1,7,2031.77,290.2528571428571,71,989,7,268,267,Germany,5,4,4,13,Very High Value,0
12709.0,35,10,6439.11,643.911,75,2565,7,266,231,Germany,3,5,5,13,Very High Value,0
12710.0,61,2,790.36,395.18,47,447,2,101,40,Germany,2,1,2,5,Lower Value,0
12712.0,6,11,3913.08,355.73454545454547,54,943,8,271,265,Germany,5,5,5,15,Very High Value,0
12714.0,6,4,3389.7,847.425,167,2258,4,194,188,France,5,3,5,13,Very High Value,1
12717.0,51,2,1030.98,515.49,49,506,2,145,94,Greece,3,1,3,7,Medium Value,1
12720.0,24,15,3314.5,220.96666666666667,159,2747,9,269,245,Germany,4,5,5,14,Very High Value,0
12721.0,83,4,1698.91,424.7275,88,1133,4,254,171,France,2,3,4,9,Medium Value,0
12722.0,14,3,929.65,309.8833333333333,48,559,2,50,36,France,4,2,3,9,Medium Value,0
12724.0,73,2,280.36,140.18,15,178,2,232,159,France,2,1,1,4,Lower Value,0
12726.0,84,5,1467.32,293.464,40,1942,5,257,173,France,2,4,3,9,Medium Value,0
12727.0,87,5,2800.4,560.08,90,1608,4,220,133,France,2,4,5,11,High Value,0
12728.0,157,3,617.31,205.76999999999998,29,256,3,232,75,France,1,2,2,5,Lower Value,0
12731.0,44,8,11324.25,1415.53125,84,5439,7,264,220,France,3,5,5,13,Very High Value,0
12744.0,44,5,14211.970000000001,2842.3940000000002,163,4640,3,218,174,Singapore,3,4,5,12,High Value,0
12747.0,9,8,2769.4,346.175,34,862,6,269,260,United Kingdom,5,5,5,15,Very High Value,0
12748.0,1,127,13339.05,105.03188976377952,1139,8521,9,273,272,United Kingdom,5,5,5,15,Very High Value,0
12749.0,30,3,2755.23,918.41,113,1080,2,113,83,United Kingdom,3,2,5,10,High Value,0
12753.0,35,5,16620.91,3324.182,114,9211,5,262,227,Japan,3,4,5,12,High Value,0
12754.0,135,3,3010.74,1003.5799999999999,49,6481,3,208,73,Japan,1,2,5,8,Medium Value,1
12755.0,180,2,3811.9500000000003,1905.9750000000001,4,1491,2,265,85,Japan,1,1,5,7,Medium Value,1
12757.0,42,7,5281.08,754.4399999999999,89,918,3,111,69,Portugal,3,4,5,12,High Value,0
12758.0,16,2,2791.59,1395.795,84,2135,2,176,160,Portugal,4,1,5,10,High Value,1
12759.0,71,2,1082.52,541.26,60,630,2,175,104,Netherlands,2,1,3,6,Lower Value,0
12763.0,38,2,494.08,247.04,16,316,2,269,231,Japan,3,1,1,5,Lower Value,1
12766.0,49,5,4952.1900000000005,990.4380000000001,161,2495,5,266,217,Portugal,3,4,5,12,High Value,0
12775.0,89,4,1164.68,291.17,36,740,4,211,122,Netherlands,2,3,3,8,Medium Value,0
12778.0,83,4,492.06,123.015,25,458,3,212,129,Netherlands,2,3,1,6,Lower Value,0
12779.0,89,7,2999.41,428.4871428571428,68,1385,7,271,182,Poland,2,4,5,11,High Value,0
12782.0,49,4,2078.67,519.6675,73,958,4,257,208,Portugal,3,3,4,10,High Value,1
12793.0,234,2,545.48,272.74,21,295,2,271,37,Portugal,1,1,2,4,Lower Value,1
12808.0,84,2,281.35,140.675,16,108,2,268,184,Portugal,2,1,1,4,Lower Value,0
12815.0,47,2,1063.46,531.73,38,379,2,98,51,Poland,3,1,3,7,Medium Value,1
12823.0,27,4,1224.0,306.0,1,160,3,196,169,United Kingdom,4,3,3,10,High Value,0
12826.0,78,4,818.62,204.655,50,721,3,265,187,United Kingdom,2,3,2,7,Medium Value,0
12830.0,34,4,5204.0,1301.0,13,6344,2,71,37,United Kingdom,3,3,5,11,High Value,0
12836.0,37,3,2112.53,704.1766666666667,110,858,3,211,174,United Kingdom,3,2,4,9,Medium Value,0
12839.0,13,8,2683.81,335.47625,66,1785,6,267,254,United Kingdom,5,5,5,15,Very High Value,0
12840.0,43,4,2726.77,681.6925,67,1511,4,126,83,United Kingdom,3,3,5,11,High Value,1
12841.0,6,17,2829.91,166.46529411764706,167,1805,9,271,265,United Kingdom,5,5,5,15,Very High Value,0
12843.0,59,7,1692.31,241.75857142857143,68,780,4,164,105,United Kingdom,2,4,4,10,High Value,0
12853.0,34,6,1957.1000000000001,326.18333333333334,66,800,3,215,181,United Kingdom,3,4,4,11,High Value,1
12854.0,141,2,810.37,405.185,71,422,2,218,77,United Kingdom,1,1,2,4,Lower Value,0
12857.0,110,2,1106.4,553.2,37,343,2,202,92,United Kingdom,1,1,3,5,Lower Value,1
12867.0,65,5,2343.3,468.66,186,2594,5,260,195,United Kingdom,2,4,4,10,High Value,0
12868.0,85,6,1607.0600000000002,267.84333333333336,72,928,5,273,188,United Kingdom,2,4,4,10,High Value,1
12872.0,226,2,599.97,299.985,58,319,2,265,39,United Kingdom,1,1,2,4,Lower Value,1
12875.0,43,2,343.2300000000001,171.61500000000004,1,2019,2,262,219,United Kingdom,3,1,1,5,Lower Value,1
12877.0,24,9,1059.23,117.69222222222223,41,705,8,258,234,United Kingdom,4,5,3,12,High Value,0
12888.0,114,2,354.12,177.06,4,76,2,155,41,United Kingdom,1,1,1,3,Lower Value,1
12891.0,85,3,331.0,110.33333333333333,2,950,3,192,107,United Kingdom,2,2,1,5,Lower Value,1
12897.0,104,2,216.5,108.25,3,110,2,201,97,United Kingdom,1,1,1,3,Lower Value,1
12901.0,8,19,11639.470000000001,612.6036842105264,29,12420,6,170,162,United Kingdom,5,5,5,15,Very High Value,0
12908.0,76,2,750.0,375.0,1,1200,2,212,136,United Kingdom,2,1,2,5,Lower Value,1
12909.0,101,3,1528.37,509.45666666666665,55,786,2,153,52,United Kingdom,1,2,4,7,Medium Value,0
12910.0,34,4,1486.9,371.725,26,830,3,141,107,United Kingdom,3,3,3,9,Medium Value,0
12913.0,182,3,866.39,288.7966666666667,12,345,3,268,86,United Kingdom,1,2,2,5,Lower Value,0
12915.0,48,2,363.65,181.825,19,93,2,272,224,United Kingdom,3,1,1,5,Lower Value,1
12916.0,38,4,2944.95,736.2375,53,1083,4,220,182,United Kingdom,3,3,5,11,High Value,1
12919.0,16,3,441.65,147.21666666666667,12,203,3,69,53,United Kingdom,4,2,1,7,Medium Value,0
12921.0,30,22,8924.55,405.6613636363636,168,5441,8,273,243,United Kingdom,3,5,5,13,Very High Value,0
12924.0,98,3,655.27,218.42333333333332,10,285,3,227,129,United Kingdom,1,2,2,5,Lower Value,0
12928.0,47,3,1136.14,378.71333333333337,42,690,3,259,212,United Kingdom,3,2,3,8,Medium Value,0
12931.0,1,11,32530.7,2957.336363636364,27,21384,6,257,256,United Kingdom,5,5,5,15,Very High Value,0
12933.0,71,2,357.49,178.745,48,378,2,183,112,United Kingdom,2,1,1,4,Lower Value,0
12935.0,9,4,1535.34,383.835,58,1268,4,219,210,United Kingdom,5,3,4,12,High Value,0
12937.0,97,2,428.23,214.115,27,268,2,167,70,United Kingdom,1,1,1,3,Lower Value,0
12939.0,38,4,7990.08,1997.52,20,3208,4,234,196,United Kingdom,3,3,5,11,High Value,0
12942.0,31,3,675.6,225.20000000000002,68,198,3,265,234,United Kingdom,3,2,2,7,Medium Value,1
12947.0,43,6,1603.99,267.33166666666665,83,1165,5,273,230,United Kingdom,3,4,4,11,High Value,1
12948.0,5,4,1423.96,355.99,64,799,3,164,159,United Kingdom,5,3,3,11,High Value,0
12949.0,14,7,3449.42,492.7742857142857,144,2048,3,152,138,United Kingdom,4,4,5,13,Very High Value,0
12951.0,73,5,751.78,150.356,39,331,4,230,157,United Kingdom,2,4,2,8,Medium Value,1
12955.0,43,5,1346.92,269.384,42,1102,4,167,124,United Kingdom,3,4,3,10,High Value,0
12957.0,86,4,1715.29,428.8225,97,1248,4,239,153,United Kingdom,2,3,4,9,Medium Value,0
12971.0,7,61,7854.76,128.7665573770492,80,5668,9,272,265,United Kingdom,5,5,5,15,Very High Value,0
12980.0,57,9,7374.900000000001,819.4333333333334,6,886,7,258,201,United Kingdom,2,5,5,12,High Value,1
12989.0,57,8,4469.14,558.6425,14,2046,7,264,207,United Kingdom,2,5,5,12,High Value,0
12990.0,85,2,263.9,131.95,5,130,2,210,125,United Kingdom,2,1,1,4,Lower Value,0
12993.0,20,3,372.4,124.13333333333333,23,204,3,198,178,United Kingdom,4,2,1,7,Medium Value,0
12994.0,20,2,645.47,322.735,38,303,2,168,148,United Kingdom,4,1,2,7,Medium Value,1
12997.0,136,2,608.47,304.235,30,300,2,217,81,United Kingdom,1,1,2,4,Lower Value,0
12999.0,96,3,455.88,151.96,25,342,2,145,49,United Kingdom,1,2,1,4,Lower Value,1
13000.0,6,3,534.85,178.28333333333333,30,379,3,264,258,United Kingdom,5,2,1,8,Medium Value,1
13001.0,58,11,8582.57,780.2336363636364,154,4864,7,226,168,United Kingdom,2,5,5,12,High Value,0
13003.0,5,3,149.05,49.68333333333334,4,103,3,114,109,United Kingdom,5,2,1,8,Medium Value,1
13004.0,14,12,3785.09,315.4241666666667,193,3275,8,257,243,United Kingdom,4,5,5,14,Very High Value,0
13005.0,73,2,513.7,256.85,21,172,2,146,73,United Kingdom,2,1,1,4,Lower Value,1
13012.0,48,4,1012.3100000000001,253.07750000000001,42,511,3,194,146,United Kingdom,3,3,3,9,Medium Value,0
13013.0,7,8,3382.79,422.84875,130,1672,5,271,264,United Kingdom,5,5,5,15,Very High Value,0
13014.0,13,5,2022.48,404.496,53,616,4,181,168,United Kingdom,5,4,4,13,Very High Value,0
13015.0,97,4,1763.04,440.76,80,705,2,149,52,United Kingdom,1,3,4,8,Medium Value,0
13018.0,22,17,4788.85,281.69705882352946,227,3576,7,195,173,United Kingdom,4,5,5,14,Very High Value,0
13021.0,66,4,1152.47,288.1175,48,527,4,258,192,United Kingdom,2,3,3,8,Medium Value,0
13026.0,120,2,243.72000000000003,121.86000000000001,5,348,2,175,55,United Kingdom,1,1,1,3,Lower Value,0
13027.0,13,6,6912.0,1152.0,6,17280,5,254,241,United Kingdom,5,4,5,14,Very High Value,1
13029.0,38,2,773.1999999999999,386.59999999999997,6,92,2,253,215,United Kingdom,3,1,2,6,Lower Value,0
13037.0,38,3,881.07,293.69,44,431,3,156,118,United Kingdom,3,2,3,8,Medium Value,1
13038.0,83,2,591.76,295.88,22,280,2,190,107,United Kingdom,2,1,2,5,Lower Value,0
13047.0,27,8,2682.01,335.25125,84,1164,6,273,246,United Kingdom,4,5,5,14,Very High Value,0
13048.0,13,3,1358.55,452.84999999999997,69,947,3,227,214,United Kingdom,5,2,3,10,High Value,0
13050.0,6,13,4509.74,346.9030769230769,211,2707,8,266,260,United Kingdom,5,5,5,15,Very High Value,0
13064.0,52,2,659.25,329.625,31,284,2,227,175,United Kingdom,3,1,2,6,Lower Value,0
13069.0,19,19,3393.2599999999998,178.59263157894736,228,3467,9,269,250,United Kingdom,4,5,5,14,Very High Value,0
13077.0,190,3,576.19,192.06333333333336,61,606,2,266,76,United Kingdom,1,2,2,5,Lower Value,1
13078.0,6,15,6917.150000000001,461.1433333333334,81,2500,9,266,260,United Kingdom,5,5,5,15,Very High Value,0
13081.0,43,8,18870.12,2358.765,424,12665,6,271,228,United Kingdom,3,5,5,13,Very High Value,0
13082.0,26,9,3613.63,401.51444444444445,63,4324,6,238,212,United Kingdom,4,5,5,14,Very High Value,1
13085.0,57,2,416.08,208.04,17,216,2,195,138,United Kingdom,2,1,1,4,Lower Value,1
13089.0,0,69,38946.9,564.4478260869565,512,21568,9,269,269,United Kingdom,5,5,5,15,Very High Value,0
13090.0,36,9,4912.02,545.7800000000001,56,1133,7,272,236,United Kingdom,3,5,5,13,Very High Value,0
13092.0,111,4,439.75,109.9375,15,95,4,259,148,United Kingdom,1,3,1,5,Lower Value,0
13093.0,175,8,7832.47,979.05875,97,3961,4,273,98,United Kingdom,1,5,5,11,High Value,1
13094.0,29,10,1545.72,154.572,4,1356,8,268,239,United Kingdom,3,5,4,12,High Value,0
13097.0,22,8,4636.51,579.56375,181,1861,7,260,238,United Kingdom,4,5,5,14,Very High Value,0
13098.0,13,17,14468.08,851.0635294117646,110,8251,8,217,204,United Kingdom,5,5,5,15,Very High Value,0
13102.0,33,19,4961.7,261.1421052631579,112,3361,8,265,232,United Kingdom,3,5,5,13,Very High Value,0
13104.0,33,3,376.44,125.48,3,180,3,254,221,United Kingdom,3,2,1,6,Lower Value,0
13107.0,75,2,935.22,467.61,36,816,2,233,158,United Kingdom,2,1,3,6,Lower Value,0
13110.0,37,5,1042.24,208.448,79,274,3,211,174,United Kingdom,3,4,3,10,High Value,0
13113.0,13,20,10787.06,539.353,93,2616,8,266,253,United Kingdom,5,5,5,15,Very High Value,0
13117.0,21,7,841.77,120.25285714285714,57,703,6,272,251,United Kingdom,4,4,2,10,High Value,0
13118.0,108,3,799.7,266.56666666666666,40,274,3,188,80,United Kingdom,1,2,2,5,Lower Value,0
13124.0,152,2,2516.47,1258.235,131,1601,2,259,107,United Kingdom,1,1,4,6,Lower Value,0
13126.0,153,5,1077.42,215.484,61,1062,3,266,113,United Kingdom,1,4,3,8,Medium Value,0
13133.0,173,2,109.8,54.9,7,32,2,204,31,United Kingdom,1,1,1,3,Lower Value,1
13134.0,83,3,885.74,295.24666666666667,42,330,2,140,57,United Kingdom,2,2,3,7,Medium Value,0
13136.0,42,3,1226.68,408.8933333333334,55,677,2,112,70,United Kingdom,3,2,3,8,Medium Value,0
13137.0,3,4,1428.76,357.19,211,875,4,208,205,United Kingdom,5,3,3,11,High Value,0
13138.0,33,3,489.45,163.15,22,243,3,272,239,United Kingdom,3,2,1,6,Lower Value,0
13139.0,9,3,1710.94,570.3133333333334,39,726,3,159,150,United Kingdom,5,2,4,11,High Value,0
13140.0,8,3,422.47,140.82333333333335,40,185,2,266,258,United Kingdom,5,2,1,8,Medium Value,1
13141.0,114,4,1401.03,350.2575,77,942,3,215,101,United Kingdom,1,3,3,7,Medium Value,0
13145.0,27,2,413.8,206.9,2,25,2,272,245,United Kingdom,4,1,1,6,Lower Value,0
13148.0,33,10,2766.01,276.601,173,1370,5,264,231,United Kingdom,3,5,5,13,Very High Value,0
13149.0,6,3,1132.6200000000001,377.54,58,884,3,189,183,United Kingdom,5,2,3,10,High Value,0
13155.0,226,2,569.2,284.6,55,262,2,268,42,United Kingdom,1,1,2,4,Lower Value,0
13157.0,41,3,873.2,291.06666666666666,32,788,3,198,157,United Kingdom,3,2,2,7,Medium Value,0
13158.0,19,3,868.1700000000001,289.39000000000004,47,519,3,218,199,United Kingdom,4,2,2,8,Medium Value,0
13162.0,22,4,1688.29,422.0725,74,1713,4,234,212,United Kingdom,4,3,4,11,High Value,1
13168.0,99,3,953.0600000000001,317.68666666666667,94,545,3,218,119,United Kingdom,1,2,3,6,Lower Value,0
13174.0,216,2,2034.06,1017.03,178,927,2,269,53,United Kingdom,1,1,4,6,Lower Value,0
13178.0,33,8,4391.7300000000005,548.9662500000001,81,2599,6,260,227,United Kingdom,3,5,5,13,Very High Value,0
13183.0,1,6,2394.98,399.16333333333336,50,1448,5,234,233,United Kingdom,5,4,4,13,Very High Value,0
13184.0,30,9,1472.1,163.56666666666666,122,1537,5,190,160,United Kingdom,3,5,3,11,High Value,0
13198.0,20,5,3009.18,601.836,182,2369,5,261,241,United Kingdom,4,4,5,13,Very High Value,0
13199.0,3,21,4553.84,216.84952380952382,29,3492,9,266,263,United Kingdom,5,5,5,15,Very High Value,0
13203.0,20,2,309.86,154.93,20,274,2,142,122,United Kingdom,4,1,1,6,Lower Value,0
